numero_questao,gabarito,NU_PARAM_A,nu_param_B,NU_PARAM_C,ANO,enunciado,alternativas
14,E,0.9804,1.31334,0.0939,2017,"Descrição do climograma: Indica a variação anual da temperatura e da pluviosidade de uma cidade, apresentando os seguintes dados:• de janeiro até o ﬁm de março: a temperatura subiu de aproximadamente 10 graus Celsius negativos para 0 grau Celsius, enquanto a pluviosidade desceu de mais de 40 milímetros para um pouco mais de 30 milímetros; • do ﬁm de março a julho: a temperatura subiu de 0 grau Celsius até o pico de um pouco menos  de 20 graus Celsius, enquanto a pluviosidade subiu de mais de 30 milímetros para aproximadamente  90 milímetros; e• a partir de julho: a temperatura iniciou um processo de queda até chegar a 0 grau Celsius, no início de novembro, descendo ainda mais em dezembro, para aproximadamente 10 graus Celsius negativos, enquanto a pluviosidade desceu de 90 milímetros para um pouco mais de 50 milímetros em dezembro. Descrição do mapa: O mapa-múndi indica as cidades de Moscou e Barcelona, na Europa; Mumbai, na Ásia; Cidade do Cabo, na África; e Sydney, na Oceania.As temperaturas médias  mensais e as taxas de pluviosidade expressas no climograma apresentam o clima típico da seguinte cidade:","A:  Cidade do Cabo (África do Sul), marcado pela reduzida amplitude térmica anual; B:  Sydney (Austrália), caracterizado por precipitações abundantes no decorrer do ano; C:  Mumbai (Índia), deﬁnido pelas chuvas monçônicas torrenciais; D:  Barcelona (Espanha), afetado por massas de ar seco; E:  Moscou (Rússia), influenciado pela localização geográﬁca em alta la titude"
15,D,3.08524,0.90303,0.16443,2017,"No livro Desenvolvimento como liberdade, Amartya Sen escreve:Procuramos demonstrar que o desenvolvimento pode ser visto como um processo de expansão das liberdades reais que as pessoas desfrutam. O enfoque nas liberdades humanas contrasta com visões mais restritas de desenvolvimento, como as que identiﬁcam desenvolvimento com crescimento do Produto Nacional Bruto, ou industrialização. O crescimento do PNB pode ser muito importante como um meio de expandir as liberdades. Mas as liberdades dependem também de outros determinantes, como os serviços de educação e saúde e os direitos civis.A concepção de desenvolvimento proposta no texto fundamenta-se no vínculo entre",A:  incremento da indústria e atuação no mercado ﬁnanceiro; B:  criação de programas assistencialistas e controle de preços; C:  elevação da renda média e arrecadação de impostos; D:  garantia da cidadania e ascensão econômica; E:  ajuste de políticas econômicas e incentivos ﬁscais
16,A,1.31894,0.45809,0.22039,2017,"A primeira Guerra do Golfo, genuinamente apoiada pelas Nações Unidas e pela comunidade internacional, assim como a reação imediata ao Onze de Setembro, demonstravam a força da posição dos Estados Unidos na era pós-soviética.Um aspecto que explica a força dos Estados Unidos, apontada pelo texto, reside no(a)","A:  poder de suas bases militares espalhadas ao redor do mundo; B:  alinhamento geopolítico da Rússia em relação aos EUA; C:  política de expansionismo territorial exercida sobre Cuba; D:  aliança estratégica com países produtores de petróleo, como Kuwait e Irã; E:  incorporação da China à Organização do Tratado  do Atlântico Norte (Otan)"
17,E,4.15431,0.99679,0.17249,2017," O New Deal visa restabelecer o equilíbrio entre o custo de produção e o preço, entre a cidade e o campo, entre os preços agrícolas e os preços industriais, reativar o mercado interno — o único que é importante —, pelo controle de preços e da produção, pela revalorização dos salários e do poder aquisitivo das massas, isto é, dos lavradores e operários, e pela regulamentação das condições de emprego.Tendo como referência os condicionantes históricos do entreguerras, as medidas governamentais descritas objetivavam",A:  flexibilizar as regras do mercado ﬁnanceiro; B:  fortalecer o sistema de tributação regressiva; C:  introduzir os dispositivos de contenção creditícia; D:  racionalizar os custos da automação industrial mediante negociação sindical; E:  recompor os mecanismos de acumulação econômica por meio da intervenção estatal
18,C,3.11845,1.14451,0.21842,2017,"No Manifesto Futurista, Marinetti escreve:E venham, então, os alegres incendiários de dedos carbonizados! Vamos! Ateiem fogo às estantes das bibliotecas! Desviem o curso dos canais, para inundar os museus! Empunhem as picaretas, os machados, os martelos e deitem abaixo sem piedade as cidades veneradas!Que princípio marcante do Futurismo e comum a várias correntes artísticas e culturais das primeiras três décadas do século XX está destacado no texto?",A:  A tradição é uma força incontornável; B:  A arte é expressão da memória coletiva; C:  A modernidade é a superação decisiva da história; D: A realidade cultural é determinada economicamente; E: A memória é um elemento crucial da identidade cultural
19,A,0.53807,1.55692,0.03894,2017,"No livro Uma teoria da justiça , John Rawls escreve:Uma sociedade é uma associação mais ou menos autossuﬁciente de pessoas que em suas relações mútuas reconhecem certas regras de conduta como obrigatórias e que, na maioria das vezes, agem de acordo com elas. Uma sociedade é bem ordenada não apenas quando está planejada para promover o bem de seus membros, mas quando é também efetivamente regulada por uma concepção pública de justiça. Isto é, trata-se de uma sociedade na qual todos aceitam, e sabem que os outros aceitam, o mesmo princípio de justiça . A visão expressa nesse texto do século XX remete a qual aspecto do pensamento moderno?",A:  A relação entre liberdade e autonomia do Liberalismo; B:  A independência entre poder e moral do Racionalismo; C:  A convenção entre cidadãos e soberano do Absolutismo; D:  A dialética entre indivíduo e governo autocrata do Idealismo; E:  A contraposição entre bondade e condição selvagem do Naturalismo
20,E,1.59347,0.79893,0.02275,2017,"No livro Os Pré-Socráticos, consta:A representação de Demócrito é semelhante à de Anaxágoras, na medida em que um inﬁnitamente múltiplo é a origem; mas nele a determinação dos princípios fundamentais aparece de maneira tal que contém aquilo que para o que foi formado não é, absolutamente, o aspecto simples para si. Por exemplo, partículas de carne e de ouro seriam princípios que, através de sua concentração, formam aquilo que aparece como ﬁgura.O texto faz uma apresentação crítica acerca do pensamento de Demócrito, segundo o qual o “princípio constitutivo das coisas” estava representado pelo(a)","A: número, que fundamenta a criação dos deuses; B: devir, que simboliza o constante movimento dos objetos; C: água, que expressa a causa material da origem  do universo; D: imobilidade, que sustenta a existência do ser atemporal; E: átomo, que explica o surgimento dos entes"
21,B,1.15442,1.88117,0.10267,2017,"Uma conversação de tal natureza transforma o ouvinte; o contato de Sócrates paralisa e embaraça; leva a refletir sobre si mesmo, a imprimir à atenção uma direção incomum: os temperamentais, como Alcibíades, sabem que encontrarão junto dele todo o bem de que são capazes, mas fogem porque receiam essa influência poderosa, que os leva a se censurarem. É sobretudo a esses jovens, muitos quase crianças, que ele tenta imprimir sua orientação.O texto evidencia características do modo de vida socrático, que se baseava na",A:  contemplação da tradição mítica; B:  sustentação do método dialético; C:  relativização do saber verdadeiro; D:  valorização da argumentação retórica.; E:  investigação dos fundamentos da natureza
22,D,1.37355,0.75842,0.07018,2017,"A grande maioria dos países ocidentais democráticos adotou o Tribunal Constitucional como mecanismo de controle dos demais poderes. A inclusão dos Tribunais no cenário político implicou alterações no cálculo para a implementação de políticas públicas. O governo, além de negociar seu plano político com o Parlamento, teve que se preocupar em não infringir a Constituição.  Essa nova arquitetura institucional propiciou o desenvolvimento de um ambiente político que viabilizou a participação do Judiciário nos processos decisórios.O texto faz referência a uma importante mudança na dinâmica de funcionamento dos Estados contemporâneos que, no caso brasileiro, teve como consequência a",A:  adoção de eleições para a alta magistratura; B:  diminuição das tensões entre os entes federativos; C:  suspensão do princípio geral dos freios e contrapesos; D:  judicialização de questões próprias da esfera legislativa; E:  proﬁssionalização do quadro de funcionários da Justiça
23,A,0.78,1.803,0.142,2017,"Ao destruir uma paisagem de árvores de troncos retorcidos, folhas e arbustos ásperos sobre os solos ácidos, não raro laterizados ou tomados pelas formas bizarras dos cupinzeiros, essa modernização lineariza e aparentemente não permite que se questione a pretensão modernista de que a forma deve seguir a função.O processo descrito ocorre em uma área biogeográﬁca com predomínio de vegetação",A:  tropóﬁla e clima tropical; B:  xeróﬁla e clima semiárido; C:  hidróﬁla e clima equatorial; D:  aciculifoliada e clima subtropical; E:  semidecídua e clima tropical úmido
24,E,2.11976,2.68484,0.25867,2017,"A instalação de uma reﬁnaria obedece a diversos fatores técnicos. Um dos mais importantes é a localização, que deve ser próxima tanto dos centros de consumo como das áreas de produção. A Petrobras possui reﬁnarias estrategicamente distribuídas pelo país. Elas são responsáveis pelo processamento de milhões de barris de petróleo por dia, suprindo o mercado com derivados que podem ser obtidos a partir de petróleo nacional ou importado.A territorialização de uma unidade produtiva depende de diversos fatores locacionais. A partir da leitura do texto, o fator determinante para a instalação das reﬁnarias de petróleo é a proximidade a",A:  sedes de empresas petroquímicas; B:  zonas de importação de derivados; C:  polos de desenvolvimento tecnológico; D:  áreas de aglomerações de mão de obra; E:  espaços com infraestrutura de circulação
25,B,1.36131,0.48866,0.01882,2017,"Mas era sobretudo a lã que os compradores, vindos da Flandres ou da Itália, procuravam por toda a parte. Para satisfazê-los, as raças foram melhoradas através do aumento progressivo das suas dimensões. Esse crescimento prosseguiu durante todo o século XIII, e as abadias da Ordem de Cister, onde eram utilizados os métodos mais racionais de criação de gado, desempenharam certamente um papel determinante nesse aperfeiçoamento.O texto aponta para a relação entre aperfeiçoamento da atividade pastoril e avanço técnico na Europa ocidental feudal, que resultou do(a) ",A:  crescimento do trabalho escravo.; B:  desenvolvimento da vida urbana; C:  padronização dos impostos locais; D:  uniformização do processo produtivo; E:  desconcentração da estrutura fundiária
26,A,3.29925,0.72321,0.13557,2017,"Descrição do infográfico: Indica o ranking da eﬁciência das dez maiores usinas hidrelétricas do Brasil, comparando a área alagada e a energia produzida por essas usinas, apresentando os seguintes dados:• Itaipu, no Paraná: com área alagada de 1,4 mil quilômetros quadrados e potência de 14 mil megawatts;• Belo Monte, em destaque, no Pará: com área alagada de 0,5 mil quilômetros quadrados e potência de 11,2 mil megawatts;• Tucuruí, no Pará: com área alagada de 3,5 mil quilômetros quadrados e potência de 8,7 mil megawatts;• Jirau, em Rondônia: com área alagada de 0,3 mil quilômetros quadrados e potência de 3,8 mil megawatts;• Ilha Solteira, em São Paulo e Mato Grosso do Sul: com área alagada de 1,2 mil quilômetros quadrados e potência de 3,4 mil megawatts;• Xingó, em Alagoas e Sergipe: com área alagada de 0,1 mil quilômetros quadrados e potência de 3,2 mil megawatts;• Santo Antônio, em Rondônia: com área alagada de 0,4 mil quilômetros quadrados e potência de 3,2 mil megawatts;• Marimbondo, em São Paulo e Minas Gerais: com área alagada de 0,4 mil quilômetros quadrados e potência de 1,4 mil megawatts;• Serra da Mesa, em Goiás: com área alagada de 1,8 mil quilômetros quadrados e potência de 1,3 mil megawatts;• Sobradinho, na Bahia: com área alagada de 4,1 mil quilômetros quadrados e potência de 1,1 mil megawatts.Comparando os dados das hidrelétricas, uma característica territorial positiva de Belo Monte é o(a)",A:  reduzido espaço relativo inundado; B:  acentuado desnível do relevo local; C:  elevado índice de urbanização regional; D:  presença dos grandes parques industriais; E:  proximidade de fronteiras internacionais estratégicas
27,E,3.05195,1.30961,0.19394,2017,"Trata-se da perda progressiva da produtividade de biomas inteiros, afetando parcelas muito expressivas dos domínios subúmidos e semiáridos em todas as regiões quentes do mundo. É nessas áreas, ecologicamente transicionais, que a pressão sobre a biomassa se faz sentir com muita força, devido à retirada da cobertura florestal, ao superpastoreio e às atividades mineradoras não controladas, desencadeando um quadro agudo de degradação ambiental, refletido pela incapacidade de suporte para o desenvolvimento de espécies vegetais, seja uma floresta natural ou plantações agrícolas.O texto enfatiza uma consequência da relação conflituosa entre a sociedade humana e o ambiente, que diz respeito ao processo de",A:  inversão térmica; B:  poluição atmosférica; C:  eutroﬁzação da água; D:  contaminação dos solos; E:  desertiﬁcação de ecossistemas
28,D,1.57485,1.06511,0.12223,2017,"O fenômeno da mobilidade populacional vem, desde as últimas décadas do século XX, apresentando transformações signiﬁcativas no seu comportamento, não só no Brasil como também em outras partes do mundo. Esses novos processos se materializam, entre outros aspectos, na dimensão interna, pelo redirecionamento dos fluxos migratórios para as cidades médias, em detrimento dos grandes centros urbanos; pelos deslocamentos de curta duração e a distâncias menores; pelos movimentos pendulares, que passam a assumir maior relevância nas estratégias de sobrevivência, não mais restritos aos grandes aglomerados urbanos.A redeﬁnição dos fluxos migratórios internos no Brasil, no período apontado no texto, tem como causa a intensiﬁcação do processo de",A:  descapitalização do setor primário; B:  ampliação da economia informal.; C:  tributação da área residencial citadina; D:  desconcentração da atividade industrial; E:  saturação da empregabilidade no setor terciário
29,B,3.07242,2.40178,0.20826,2017,"A participação da mulher no processo de decisão política ainda é extremamente limitada em praticamente todos os países, independentemente do regime econômico e social e da estrutura institucional vigente em cada um deles. É fato público e notório, além de empiricamente comprovado, que as mulheres estão em geral sub-representadas nos órgãos do poder, pois a proporção não corresponde jamais ao peso relativo dessa parte da população.No âmbito do Poder Legislativo brasileiro, a tentativa de reverter esse quadro de sub-representação tem envolvido a implementação, pelo Estado, de",A:  leis de combate à violência doméstica.; B:  cotas de gênero nas candidaturas partidárias; C:  programas de mobilização política nas escolas; D:  propagandas de incentivo ao voto consciente; E:  apoio ﬁnanceiro às lideranças femininas
30,D,2.27318,0.94294,0.14533,2017,"Palestinos se agruparam em frente a aparelhos de televisão e telas montadas ao ar livre em Ramalah, na Cisjordânia, para acompanhar o voto da resolução que pedia o reconhecimento da chamada Palestina como um Estado observador não membro da Organização das Nações Unidas (ONU). O objetivo era esperar pelo nascimento, ao menos formal, de um Estado palestino. Depois da aprovação da resolução, centenas de pessoas foram à praça da cidade com bandeiras palestinas, soltaram fogos de artifício, ﬁzeram buzinaços e dançaram pelas ruas. Aprovada com 138 votos dos 193 da Assembleia-Geral, a resolução eleva o status do Estado palestino perante a organização.",A: mencionada resolução da ONU referendou o(a)A  delimitação institucional das fronteiras territoriais; B:  aumento da qualidade de vida da população local; C:  implementação do tratado de paz com os israelenses; D:  apoio da comunidade internacional à demanda nacional; E:  equiparação da condição política com a dos demais países
31,B,3.658,1.22452,0.23857,2017,"  Sou ﬁlho natural de uma negra, africana livre, da Costa da Mina (Nagô de Nação), de nome Luiza Mahin, pagã, que sempre recusou o batismo e a doutrina cristã. Minha mãe era baixa de estatura, magra, bonita, a cor era de um preto retinto e sem lustro, tinha os dentes alvíssimos como a neve, era muito altiva, geniosa, insofrida. Dava-se ao comércio — era quitandeira, muito laboriosa e, mais de uma vez, na Bahia, foi presa como suspeita de envolver-se em planos de insurreição de escravos, que não tiveram efeito.Nesse trecho de suas memórias, Luiz Gama ressalta a importância dos(as)",A:  laços de solidariedade familiar; B:  estratégias de resistência cultural; C:  mecanismos de hierarquização tribal; D:  instrumentos de dominação religiosa; E:  limites da concessão de alforria
32,B,3.69069,0.63388,0.16417,2017,"Descrição da figura 1: Apresenta a formação da brisa marinha da seguinte forma: a brisa, sob alta pressão, é impulsionada do mar, ambiente morno, para a terra, ambiente quente, onde, sob baixa pressão, a brisa é impulsionada para cima.Descrição da figura 2: Apresenta a formação do terral da seguinte forma: a brisa, sob alta pressão, é impulsionada da terra, ambiente frio, para o mar, ambiente morno, onde, sob baixa pressão, a brisa é impulsionada para cima.Nas imagens constam informações sobre a formação de brisas em áreas litorâneas. Esse processo é resultado de",A:  uniformidade do gradiente de pressão atmosférica; B:  aquecimento diferencial da superfície; C:  quedas acentuadas de médias térmicas; D:  mudanças na umidade relativa do ar; E:  variações altimétricas acentuadas
33,A,1.50343,1.89255,0.14213,2017,"Durante o Estado Novo, os encarregados da propaganda procuraram aperfeiçoar-se na arte da empolgação e envolvimento das “multidões” através das mensagens políticas. Nesse tipo de discurso, o signiﬁcado das palavras importa pouco, pois, como declarou Goebbels, “não falamos para dizer alguma coisa, mas para obter determinado efeito”.O controle sobre os meios de comunicação foi uma marca do Estado Novo, sendo fundamental à propaganda política, na medida em que visava",A:  conquistar o apoio popular na legitimação do novo governo; B:  ampliar o envolvimento das multidões nas decisões políticas; C:  aumentar a oferta de informações públicas para a sociedade civil; D:  estender a participação democrática dos meios de comunicação no Brasil; E:  alargar o entendimento da população sobre as intenções do novo governo
34,E,4.42165,0.96735,0.16352,2017,"TEXTO ISólon é o primeiro nome grego que nos vem à mente quando terra e dívida são mencionadas juntas. Logo depois de 600 anos antes de Cristo , ele foi designado “legislador” em Atenas, com poderes sem precedentes, porque a exigência de redistribuição de terras e o cancelamento das dívidas não podiam continuar bloqueados pela oligarquia dos proprietários de terra por meio da força ou de pequenas concessões.TEXTO IIA “Lei das Doze Tábuas” se tornou um dos textos fundamentais do direito romano, uma das principais heranças romanas que chegaram até nós. A publicação dessas leis, por volta de 450 anos antes de Cristo , foi importante, pois o conhecimento das “regras do jogo” da vida em sociedade é um instrumento favorável ao homem comum e potencialmente limitador da hegemonia e arbítrio dos poderosos.O ponto de convergência entre as realidades sociopolíticas indicadas nos textos consiste na ideia de que a",A:  discussão de preceitos formais estabeleceu a democracia; B:  invenção de códigos jurídicos desarticulou as aristocracias; C:  formulação de regulamentos oﬁciais instituiu as sociedades; D:  deﬁnição de princípios morais encerrou os conflitos de interesses; E:  criação de normas coletivas diminuiu as desigualdades de tratamento
35,C,1.70412,2.19192,0.21601,2017,"Com a Lei de Terras de 1850, o acesso à terra só passou a ser possível por meio da compra com pagamento em dinheiro. Isso limitava, ou mesmo praticamente impedia, o acesso à terra para os trabalhadores escravos que conquistavam a liberdade.O fato legal evidenciado no texto acentuou o processo de",A:  reforma agrária; B:  expansão mercantil; C:  concentração fundiária; D:  desruralização da elite; E:  mecanização da produ ção
36,D,1.15761,1.72114,0.0512,2017,"Estão aí, como se sabe, dois candidatos à presidência, os senhores Eduardo Gomes e Eurico Dutra, e um terceiro, o senhor Getúlio Vargas, que deve ser candidato de algum grupo político oculto, mas é também o candidato popular. Porque há dois “queremos”: o “queremos” dos que querem ver se continuam nas posições e o “queremos” popular... Afinal, o que é que o senhor Getúlio Vargas é?  É fascista? É comunista? É ateu? É cristão? Quer sair? Quer ficar? O povo, entretanto, parece que gosta dele por isso mesmo, porque ele é “à moda da casa”.O movimento político mencionado no texto de 1945  caracterizou-se por",A:  reclamar a participação das agremiações partidárias; B:  apoiar a permanência da ditadura estadonovista; C:  demandar a conﬁrmação dos direitos trabalhistas; D:  reivindicar a transição constitucional sob influência  do governante; E:  resgatar a representatividade dos sindicatos sob controle social
37,A,0.72218,0.54027,0.23758,2017," Na Gazeta de Notícias, em 1892, Machado de Assis escreve:O instituto popular, de acordo com o exame da razão, fez da ﬁgura do alferes Xavier o principal dos inconﬁdentes, e colocou os seus parceiros a meia ração de glória. Merecem, decerto, a nossa estima aqueles outros; eram patriotas. Mas o que se ofereceu a carregar com os pecadores de Israel, o que chorou de alegria quando viu comutada a pena de morte dos seus companheiros, pena que só ia ser executada nele, o enforcado, o esquartejado, o decapitado, esse tem de receber o prêmio na proporção do martírio, e ganhar por todos, visto que pagou por todos.No processo de transição para a República, a narrativa machadiana sobre a Inconﬁdência Mineira associa ",A:  redenção cristã e cultura cívica; B:  veneração aos santos e radicalismo militar.; C:  apologia aos protestantes e culto ufanista; D:  tradição messiânica e tendência regionalista; E:  representação eclesiástica e dogmati smo ideológico
