X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,y
0.07738981,0.07601573,0.07630908,0.086584084,0.01953485,-0.036994975,0.078074716,-0.039839394,0.087143406,0.108003795,0.0013986606,0.16685943,0.04346727,0.025461316,0.07340815,0.08457927,-0.03724142,-0.10421457,-0.29587662,0.16365936,-0.054274708,0.24453467,-0.004672814,0.12883644,-0.060555924,-0.081655934,-0.06910873,-0.027729502,-0.057905443,0.12766762,0.12132608,-0.16060703,0.11506146,-0.12923051,0.10929632,-0.05463545,0.06207057,0.029550076,0.03238329,0.051765975,-0.035653286,0.108222045,0.0046830033,0.03176061,0.11252933,0.026391318,0.018274285,0.10039741,-0.1496871,-0.06278797,1.3967955024140846
-0.012016251,0.10253311,0.089201644,0.020116566,0.06175176,0.07301125,0.05723212,0.06465836,0.06474418,-0.043598883,-0.0025136394,0.008116818,-0.10133349,0.1351373,0.002972886,0.12873524,0.09465747,-0.026898863,-0.17594446,0.18434976,-0.03595002,0.12287292,-0.090506695,-0.00719018,0.07485187,-0.08298678,0.13068469,0.051642597,-0.010013684,0.120597914,0.13730407,-0.045045603,0.09697755,0.0009591349,0.014020022,-0.10720149,0.17173827,-0.09857052,-0.11787565,-0.06314414,-0.037778772,0.18174487,0.0009571632,0.0706639,0.18573429,0.11461521,0.064867385,-0.0025615452,-0.123226635,-0.08309788,1.497808902930707
-0.024919253,0.052684125,0.014175553,0.04560207,-0.017148575,0.022370106,0.034432467,0.05755315,-0.016706355,-0.0067974683,-0.039690338,0.057236597,0.0656112,0.18569575,-0.04798146,0.1077843,-0.06755768,-0.017930044,-0.20922488,0.050233208,-0.19324353,0.14386933,-0.05208097,0.09840903,0.02698247,-0.018639252,0.0078115966,0.009217962,-0.009106828,0.16246791,0.15709658,-0.010433831,0.06468136,-0.16206206,0.016653301,0.04787675,0.045868356,-0.08528051,0.008832152,-0.016089514,0.011949151,0.17002626,0.07045344,0.045713462,0.09140138,0.06343974,0.106363796,0.052803423,-0.05660478,-0.077501684,1.7701370086724113
-0.022525784,0.023686621,0.011509429,0.08686252,0.000671932,-0.016149238,-0.04078899,0.06484262,0.0075729517,0.0470225,-0.032880455,0.018211722,-0.02304095,0.21598299,0.02792069,0.13296363,-0.1426741,0.023987904,-0.19481818,0.08739365,-0.16861735,0.090067536,-0.13074705,0.22945125,0.07302021,-0.12166761,0.021555355,-0.016472878,0.0275614,0.14205424,0.20502108,0.013359384,0.08753358,-0.18596052,0.010938816,0.034835123,0.023778072,-0.051990908,-0.06117977,-0.062057156,0.020980543,0.22399396,0.0665005,0.03642816,0.15262488,0.04875916,0.13382566,0.01937862,-0.09689871,0.02602632,1.2582608447842474
-0.01910889,-0.0097826235,-0.019971285,0.029605864,0.060040325,-0.033853333,0.054897595,0.11510729,0.04951417,0.0020427096,-0.07264962,-0.013018734,0.07121315,0.086860485,-0.103687435,0.09763078,-0.082913004,-0.07553407,-0.13279481,0.04596415,-0.06652666,0.098853044,-0.062259648,0.09414764,0.079277664,0.010165691,-0.025196023,-0.005637937,-0.053823132,0.17364834,0.04759776,-0.011168687,0.059133597,-0.12958671,0.09102906,0.04757929,0.052890375,-0.07091168,-0.058518846,-0.14166886,0.04894823,0.27080038,0.058557272,0.03029303,0.14240657,0.027128356,0.1642356,0.07629351,-0.112303086,-0.114946574,1.9754488077323091
0.028210036,0.10713377,0.024577042,0.0036315322,0.018677995,0.008462472,0.09490784,0.035975803,0.11565389,0.035418756,-0.073804,0.17054586,-0.06503503,0.15907866,-0.019787325,0.18028215,-0.07014014,-0.02393289,-0.2615748,0.049765192,-0.2294484,0.13854516,0.012344339,0.13814802,0.006108039,0.042965848,-0.047097553,-0.02757549,-0.013618454,0.18406469,0.13617504,-0.13728455,0.19361399,-0.16721956,0.06989627,0.08026285,0.004899879,-0.0783475,0.07483641,0.032173496,-0.070777126,0.1381445,0.030977111,0.021997113,0.14095505,-0.016573116,-0.027600888,0.15963669,-0.06533258,-0.08830297,1.2294090495965468
-0.00025887648,0.2512343,0.07521856,-0.019624341,0.09786431,-0.037685998,0.050167248,0.017480688,-0.009462096,0.06643364,0.054650318,-0.01611572,0.025660569,0.09589158,-0.022514692,0.1318764,-0.067846484,-0.017917847,-0.22167207,0.22272615,-0.012073659,0.0438959,-0.086576596,0.19119403,0.03531535,-0.01577256,-0.07016239,0.0074645663,0.0019899942,0.17472206,0.17987433,-0.03817918,0.08274407,-0.08026353,0.1858209,0.039861724,0.104078054,0.008428969,-0.1354639,-0.063233,0.040516034,0.25573283,0.028164811,0.12946129,0.1746704,0.07416246,0.1849503,0.011050778,-0.2081866,-0.00011384301,1.9265986739817569
0.061700046,0.11596266,0.054474443,-0.0006062555,-0.0031786517,-0.0046596285,-0.007260259,-0.022943938,0.08354067,0.108350724,0.02677961,0.07860939,-0.027028145,0.12642618,-0.02019605,0.070471756,-0.055696975,-0.037019745,-0.2919592,0.18445008,-0.058153126,0.13228247,-0.07578809,0.101634055,0.05128423,-0.12516002,-0.07887853,-0.10143008,-0.029622022,0.1326601,0.13856341,0.01393058,0.13724993,-0.2332122,0.2116815,-0.01343202,-0.018301282,-0.039985713,0.020205883,0.085867934,0.0449166,0.096663445,-0.021003969,-0.027384514,0.062178615,0.07075668,0.027931325,-0.024490489,-0.112239785,-0.060026597,2.4569199188623734
0.05805353,0.045123152,-0.020263737,0.114182025,0.06649125,-0.031070996,0.021320445,0.060900096,0.042497307,0.06179176,0.013908407,-0.017086674,0.017603956,0.15772787,0.012116349,0.080158934,-0.01697184,-0.096181944,-0.16526432,0.21253383,-0.023332922,0.19693552,-0.052134387,0.10302003,-0.0506731,-0.029201182,-0.027294308,0.027192408,0.059771173,0.16275692,0.1873802,-0.06651436,0.042629637,-0.11827368,0.06403806,0.06888909,0.09378364,-0.14732076,-0.015323449,0.026618367,-0.008660387,0.08839884,0.03905214,-0.007576,0.14493148,1.824632e-07,0.08491876,0.054617345,-0.119682446,-0.07196241,1.0326354407292981
0.2687251,0.23428659,-0.018428113,0.022440407,0.109182544,0.07857372,-0.044685565,0.02768853,0.13810131,0.08718651,0.024428364,0.037469547,-0.038127918,-0.07682913,0.11849168,0.025095526,0.032992262,-0.080531016,-0.12843663,0.14525765,-0.075824015,0.052427832,-0.24958679,0.2772799,-0.025333777,-0.12061697,0.08519933,0.07902456,0.011970471,0.11323456,0.23659696,-0.012291418,0.16510072,-0.14507724,0.11976413,-0.16865565,0.00641321,-0.016742986,-0.016003415,0.08615261,0.022289177,0.09471675,-0.16665135,0.09307025,0.08882023,0.042713918,-0.07459353,-0.19887047,-0.16295044,-0.13650593,1.2041904931872287
-0.0015709999,0.13564155,0.00522395,0.05590887,0.00733844,-0.0013544892,0.08524876,-0.075719245,0.071176894,0.097934745,0.047155704,0.0715741,0.03862896,0.11874464,0.009927465,0.099759035,-0.0939949,-0.029543087,-0.19587822,0.20918545,-0.08637103,0.1356769,-0.018971747,0.17008743,-0.03685657,-0.06340492,-0.112124644,0.037687052,-0.05798932,0.16702141,0.1749404,-0.07208436,0.070634946,-0.097206414,0.17393225,0.05556919,0.06938617,-0.04797802,-0.019910172,-0.090122156,0.051706746,0.106558524,-0.011799956,0.116913185,0.120609075,0.10840631,0.10885419,-0.024089703,-0.12903734,-0.10553352,1.6084603117626124
-0.026170848,0.14100812,0.03761459,0.04910435,-0.0054522804,0.06942468,0.09889348,0.01065917,0.124375336,0.08270193,0.08752831,0.09067036,0.0024203472,0.14615715,0.05502439,0.088745914,-0.083780445,-0.008935773,-0.19673507,0.22001787,-0.015637081,0.19565041,0.020269874,0.07179736,-0.028208647,-0.04668017,0.037621796,-0.04276673,-0.0438336,0.15294316,0.13424814,-0.09948461,0.09229864,-0.14092419,0.07419781,-0.025924193,0.13593352,-0.09039574,0.020590696,-0.04117655,-0.008425043,0.107666954,0.086777,0.055106003,0.24312419,0.103589356,0.07695804,-0.019484336,-0.01620696,-0.0850222,1.4437591627826023
0.04777152,0.08553669,-0.01033212,0.08076386,0.01672524,-0.02302249,0.035096556,-0.014555943,0.081040904,0.04125522,-0.019794298,0.14553614,0.004495339,0.17679547,-0.0014173975,0.15596378,-0.13469103,0.00886448,-0.23774813,0.020920822,-0.19646506,0.118558705,-0.061295737,0.14932305,0.030850505,0.04376876,-0.017408185,-0.047153663,0.0037819797,0.10436461,0.10694067,-0.10364195,0.07558291,-0.16407382,0.078014314,0.08599815,0.05944734,-0.13545299,0.059598528,-0.018151103,0.047004815,0.063110895,-0.077950165,0.08629857,0.08022543,0.0341656,-0.0005661419,0.028116522,-0.1053745,-0.07869834,2.2913634223939066
0.09693462,0.20605178,0.023256727,0.029275453,0.10787624,-0.052929573,0.056396652,0.048653565,0.053985998,0.014239334,-0.11241124,-0.0021200448,0.026617099,0.0665794,-0.024511898,0.1291851,-0.039015736,-0.109585315,-0.2948131,0.12429987,-0.14862034,0.16310959,-0.15639168,0.04670922,0.10359184,0.00095045316,0.04170343,0.02161569,0.01864516,0.08151475,0.14519018,-0.12711887,0.19281103,-0.08058361,-0.09520439,0.025725132,0.04158451,-0.05980279,0.030113688,0.02084389,0.08426581,0.136611,0.024508605,0.11251211,0.066909015,0.058159664,0.018143764,0.046154022,-0.09506794,-0.11049578,1.3594710597779298
0.07081713,0.11792849,-0.00010923239,0.021505594,0.027296517,0.018963598,-0.03778789,-0.0019876887,0.10901277,-0.04057732,0.0009955397,-0.12583612,-0.05009735,0.09604084,-0.08781223,0.10625986,-0.013751905,-0.068382524,-0.122217976,0.07653237,-0.09991348,0.07102113,-0.15139619,0.268205,0.03443373,-0.0985439,-0.020511286,0.022348024,0.034942605,0.22384831,0.10859982,-0.09999052,0.006045557,-0.10118992,0.03245441,0.016488018,0.10939782,-0.03593929,-0.13073254,-0.056960247,0.12293876,0.16242792,-0.049351715,0.15089923,0.02426229,0.016548883,0.14009716,-0.05032801,-0.09409748,-0.08310131,1.5517178950124033
-0.004930582,0.17281523,-0.071433716,0.04559116,0.033934616,-0.049577124,0.074907325,0.00077880436,0.091887996,0.054084193,-0.037877966,-0.060659163,-0.061885256,0.12757707,-0.020584615,0.0627608,-0.07147396,-0.10065279,-0.14964777,0.2663485,-0.09317468,0.11185864,-0.14949521,0.21344328,0.024154225,-0.064990185,-0.10589616,0.01523065,0.027587773,0.12074067,0.10428404,-0.066320784,0.07446942,-0.022048965,0.1388742,0.028437456,0.08815129,-0.043929905,-0.007679417,-0.049805492,0.0029169018,0.123002015,0.017864222,0.13487853,0.12077628,0.16139932,0.04115245,-0.11516327,-0.21760416,-0.035542008,1.139600531096278
-0.006048477,-0.010517177,-0.015385051,0.0463708,0.10745327,0.06433097,0.054622144,0.06960505,-0.03027212,0.024175227,-0.07536965,0.033191025,0.055090107,0.12841178,0.0074034743,0.17643937,-0.11315726,-0.074795425,-0.1488966,0.08526472,-0.18071537,0.09643488,-0.0013215279,0.10270299,0.03635975,-0.027585853,-0.029139698,-0.0345866,-0.041487902,0.12512563,0.051742226,-0.11722823,0.062785506,-0.13617827,0.0740441,-0.0080116,0.009373521,-0.0691676,0.019155772,0.0049258783,0.036064696,0.12899888,0.025138121,0.038655482,0.08589372,0.047224306,0.081883185,0.08477348,-0.15739684,-0.13565654,1.9825276515950498
0.01781855,0.08471206,0.00018293108,0.018621188,0.023522422,-0.014075063,0.0016332138,0.027998894,0.06822841,0.05328717,-0.03891619,0.08258435,0.0012837552,0.11500175,0.038251158,0.21616934,-0.022332495,-0.04368601,-0.2689549,0.16292773,-0.14155683,0.16868892,-0.09690996,0.08623508,0.006896723,-0.026445456,-0.02496207,-0.07874139,0.0022693244,0.107856,0.15644316,-0.09398941,0.031019635,-0.052767973,-0.041405935,-0.009825568,0.116941504,-0.08966373,0.01665974,-0.011065486,0.0297966,0.1901047,0.03804346,0.09587085,0.111845225,-0.012812568,0.098500885,0.0033427074,-0.087788664,-0.042470373,1.3764242376206937
0.060018517,0.04281461,-0.09772139,-0.008931912,-0.019374179,-0.0022345353,-0.091125645,0.05626457,0.15756802,0.07346587,-0.045733,0.10293505,0.0030820875,0.10422411,0.0022816088,0.1305243,-0.15517564,-0.10864109,-0.29385835,-0.0040087397,-0.112370946,0.18269008,-0.081802264,0.05892678,0.11930397,-0.1369907,-0.06990311,-0.15462373,0.040456045,0.13990138,0.20231523,-0.09073779,0.13948774,-0.053355433,0.040975265,-0.027890477,0.05142731,0.024181698,0.073311135,0.13166729,0.07405706,0.22593334,0.018240957,0.11404504,0.116055176,0.011043175,0.12717876,0.10701593,-0.115646385,-0.1695629,2.165897870019795
0.030344542,-0.079903595,0.05122571,-0.0022809547,0.018915003,-0.0029334244,-0.11094765,0.079845324,0.013402155,-0.08257683,-0.043460064,-0.022551846,-0.028043207,-0.029097907,-0.02880569,0.13149914,-0.044861093,-0.06825026,-0.15841483,-0.073746234,-0.10550918,-0.006405178,-0.15933874,0.05253031,0.051829673,0.026596805,-0.010627092,0.0435053,-0.019035978,0.14105344,0.049816772,-0.13417846,0.08077268,-0.09176589,0.028367395,-0.051433567,0.111729644,-0.17532818,-0.06773727,0.043488752,-0.05638375,0.14963683,0.030955326,0.09843409,0.10585923,-0.0627066,0.03450371,0.043245353,-0.09601962,-0.15765877,1.8750119741535392
0.06747645,0.06312131,-0.0017442636,-0.055609025,0.0015147841,0.004025925,-0.020616349,0.10193807,0.09336145,-0.016721362,-0.07167003,-0.019778293,-0.02741992,0.092373714,-0.05943198,0.05063687,-0.07315893,-0.029411037,-0.19236264,-0.050746,-0.08064858,0.12263693,-0.1446055,0.10513647,0.0976033,-0.10217399,0.01802896,-0.014616403,0.010492052,0.1981606,0.04446018,-0.09610393,0.0649646,-0.08810775,-0.04241845,0.04340141,0.018035192,-0.038963787,-0.11447703,0.039708372,0.033023573,0.17662399,0.035784684,0.122322775,0.07440367,-0.078607306,0.07919959,0.031482097,-0.094156995,-0.18088624,1.070938649478436
0.096575916,0.0955022,-0.039721858,0.055788368,0.0989464,-0.0053075426,0.0066098534,-0.0010195837,0.089487225,-0.027625779,-0.039347544,-0.0023320017,0.011750023,0.1759534,-0.0004069178,0.15148117,-0.042274952,-0.04298656,-0.19125406,0.054338187,-0.2053852,0.17766339,-0.031810407,0.12186835,0.018918334,0.0072579184,-0.03002919,-0.009012482,0.049538057,0.07172919,0.15228564,-0.09793685,0.13005298,-0.09322385,0.11816397,0.05434169,0.10797337,-0.13385539,0.08586898,0.023139462,-0.056333136,0.15918805,-0.020522654,0.13547316,0.123319626,-0.03757871,0.045137543,0.08487622,-0.12821141,-0.17397088,1.831004677615029
-0.026515478,0.05702542,-0.08614336,0.019256523,0.037886366,-0.010018629,0.063871354,0.08582266,-0.010338068,0.04297063,-0.06907215,0.07548563,0.009032262,0.20187838,-0.034244377,0.16434374,-0.19904803,0.0050934977,-0.22897674,0.09514767,-0.2255897,0.055568546,-0.072526135,0.17471124,0.04836392,-0.0018223491,-0.06058827,-0.040373493,-0.011283235,0.13257654,0.13544732,-0.09008436,0.13252445,-0.12874173,0.062536165,0.12609918,0.020502497,-0.028509129,0.075709835,0.011994458,0.015581415,0.1887705,0.03477813,0.09501705,0.10330404,-0.07182213,0.017879894,0.073329,-0.04210946,-0.025154606,0.9628233558570771
-0.03473758,-0.1091682,-0.035758838,-0.025663888,0.0024959045,0.031489726,0.053133298,0.12836674,0.02911619,-0.019320972,0.0065054796,0.040701848,0.0011400286,0.06718465,-0.08733488,0.09071808,-0.12990944,-0.104073726,-0.21322413,-0.02541897,-0.17898811,0.022651013,-0.086289525,0.15688081,0.12243419,0.022500033,-0.01774716,-0.07984577,-0.06891832,0.1673707,0.11126011,-0.047189932,-0.035460643,-0.102863975,-0.0010019706,0.014181495,0.032850634,0.0016121697,-0.0296991,0.06351334,0.1390635,0.22947957,0.019954935,0.13342564,0.06675312,-0.05204913,0.13115042,0.10981259,-0.08581538,-0.15134808,1.4788599402090334
0.1140706,0.19409697,-0.073419444,-0.020068476,0.09969537,0.03048735,0.10003434,0.14322272,0.0987363,0.11420064,-0.050714202,-0.03985848,-0.06071317,0.04756904,-0.018890765,0.0400491,-0.00018786237,-0.030266892,-0.2224471,0.117698774,0.007562227,0.094338894,-0.14105971,0.10098447,0.0050224015,-0.053144176,-0.06215181,0.051937126,0.03405854,0.042590544,0.23341967,-0.03412128,0.113953985,-0.112873144,0.07050901,-0.0062204595,0.052281287,-0.106024496,-0.02171158,0.04352055,0.027495364,0.06370765,-0.083883315,0.07606587,0.16522728,0.014765213,-0.04036099,-0.12108566,-0.093800776,-0.08870579,1.3142280892278506
