numero_questao,enunciado,alternativas
56,"A reestruturação global da indústria, condicionada pelas estratégias de gestão global da cadeia de valor dos grandes grupos transnacionais, promoveu um forte deslocamento do processo produtivo, até mesmo de plantas industriais inteiras, e redirecionou os fluxos de produção e de investimento. Entretanto, o aumento da participação dos países em desenvolvimento no produto global deu-se de forma bastante assimétrica quando se compara o dinamismo dos países do leste asiático com o dos demais países, sobretudo os latino-americanos, no período 1980-2000.SARTI, F.; HIRATUKA, C. Indústria mundial : mudanças e tendências recentes. Campinas: Unicamp, n. 186, dez. 2010.A dinâmica de transformação da geografia das indústrias descrita expõe a complementaridade entre dispersão espacial  e",A: autonomia tecnológica; B: crises de abastecimento; C: descentralização política; D: concentração econômica; E: compartilhamento de lucros
57,"Regiões áridas e semiáridas do mundo30° NTrópico  de Câncer0° EquadorTrópico de Capricórnio30° SSEMIÁRIDAÁRIDA (DESERTO)SALGADO-LABOURIAL, M. L. História ecológica da Terra .  São Paulo: Edgard Blucher, 1994 (adaptado).No Hemisfério Sul, a sequência latitudinal dos desertos representada na imagem sofre uma interrupção no Brasil devido à seguinte razão:",A: Existência de superfícies de intensa refletividade; B: Preponderância de altas pressões atmosféricas; C: Influência de umidade das áreas florestais; D: Predomínio de correntes marinhas frias; E: Ausência de massas de ar continentais
58,"De fato, não é porque o homem pode usar a vontade livre para pecar que se deve supor que Deus a concedeu para isso. Há, portanto, uma razão pela qual Deus deu ao homem esta característica, pois sem ela não poderia viver e agir corretamente. Pode-se compreender, então, que ela foi concedida ao homem para esse fim, considerando-se que se um homem a usa para pecar, recairão sobre ele as punições divinas. Ora, isso seria injusto se a vontade livre tivesse sido dada ao homem não apenas para agir corretamente, mas também para pecar. Na verdade, por que deveria ser punido aquele que usasse sua vontade para o fim para o qual ela lhe foi dada?AGOSTINHO. O livre-arbítrio. In: MARCONDES, D. Textos básicos de ética. Rio de Janeiro: Jorge Zahar, 2008.Nesse texto, o filósofo cristão Agostinho de Hipona sustenta que a punição divina tem como fundamento o(a)",A: desvio da postura celibatária; B: insuficiência da autonomia moral; C: afastamento das ações de desapego; D: distanciamento das práticas de sacrifício; E: violação dos preceitos do Velho Testamento
59,Disponível em: https://hypescience.com. Acesso em: 1 dez. 2018 (adaptado).A divisão política do mundo como apresentada na imagem seria possível caso o planeta fosse marcado  pela estabilidade do(a),A: ciclo hidrológico; B: processo erosivo; C: estrutura geológica; D: índice pluviométrico; E: pressão atmosférica
60,"A cidade medieval é, antes de mais nada, uma sociedade da abundância, concentrada num pequeno espaço em meio a vastas regiões pouco povoadas. Em seguida, é um lugar de produção e de trocas, onde se articulam o artesanato e o comércio, sustentados por uma economia monetária. É também o centro de um sistema de valores particular, do qual emerge a prática laboriosa e criativa do trabalho, o gosto pelo negócio e pelo dinheiro, a inclinação para o luxo, o senso da beleza. É ainda um sistema de organização de um espaço fechado  com muralhas, onde se penetra por portas e se caminha por ruas e praças e que é guarnecido por torres.LE GOFF, J.; SCHMITT, J.-C. Dicionário temático do Ocidente Medieval . Bauru: Edusc, 2006.No texto, o espaço descrito se caracteriza pela associação entre a ampliação das atividades urbanas e a",A: emancipação do poder hegemônico da realeza; B: aceitação das práticas usurárias dos religiosos; C: independência da produção alimentar dos campos; D: superação do ordenamento corporativo dos ofícios; E: permanência dos elementos arquitetônicos de proteção
61,"TEXTO IOuve o barulho do rio, meu filhoDeixa esse som te embalar As folhas que caem no rio, meu filho Terminam nas águas do mar Quando amanhã por acaso faltar Uma alegria no seu coração Lembra do som dessas águas de lá Faz desse rio a sua oração.MONTE, M. et al. O rio. In: Infinito particular . Rio de Janeiro:  Sony; Universa l Music, 2006 (fragmento).TEXTO IIO atrativo ecoturístico não é somente o banho de cachoeira, sentar e caminhar pela praia, cavalgar, mas conhecer a biodiversidade, às vezes supostamente em extinção. Observar baleias, nadar com o golfinho, tocar em corais, sair ao encontro de dezenas de jacarés em seu hábitat natural são símbolos que fascinam um ecoturista. A natureza é transformada em espetáculo diferente da vida urbana moderna.SANTANA, P. V. Ecoturismo: uma indústria sem chaminé?  São Paulo: Labur Edições, 2008.São identificadas nos textos, respectivamente, as seguintes posturas em relação à natureza:",A: Exploração e romantização; B: Sacralização e profanação; C: Preservação e degradação; D: Segregação e democratização; E: Idealização e mercantilização
62,"A maior parte das agressões e manifestações discriminatórias contra as religiões de matrizes africanas ocorrem em locais públicos (57%). É na rua, na via pública, que tiveram lugar mais de 2/3 das agressões, geralmente em locais próximos às casas de culto dessas religiões. O transporte público também é apontado como um local em que os adeptos das religiões de matrizes africanas são discriminados, geralmente quando se encontram paramentados por conta dos preceitos religiosos.REGO, L. F.; FONSECA, D. P. R.; GIACOMINI, S. M.  Cartografia social de terreiros no Rio de Janeiro.  Rio de Janeiro: PUC-Rio, 2014.As práticas descritas no texto são incompatíveis com a dinâmica de uma sociedade laica e democrática porque",A: asseguram as expressões multiculturais; B: promovem a diversidade de etnias; C: falseiam os dogmas teológicos; D: estimulam os rituais sincréticos; E: restringem a liberdade de credo
63,"TEXTO IA centralização econômica, o protecionismo e a expansão ultramarina engrandeceram o Estado, embora beneficiassem a burguesia incipiente.ANDERSON, P. In: DEYON, P. O mercantilismo.  Lisboa: Gradiva,1989 (adaptado).TEXTO IIAs interferências da legislação e das práticas exclusivistas restringem a operação benéfica da lei natural na esfera das relações econômicas.SMITH, A. A riqueza das Nações. São Paulo:  Abril Cul tural, 1983 (adaptado).Entre os séculos XVI e XIX, diferentes concepções sobre as relações entre Estado e economia foram formuladas. Tais concepções, associadas a cada um dos textos, confrontam-se, respectivamente, na oposição entre as práticas de",A: valorização do pacto colonial — combate à livre- -iniciativa; B: defesa dos monopólios régios — apoio à livre concorrência; C: formação do sistema metropolitano — crítica à livre navegação; D: abandono da acumulação metalista — estímulo ao livre-comércio; E: eliminação das tarifas alfandegárias — incentivo ao livre-cambismo
64,"A lenda diz que, em um belo dia ensolarado, Newton estava relaxando sob uma macieira. Pássaros gorjeavam em suas orelhas. Havia uma brisa gentil. Ele cochilou por alguns minutos. De repente, uma maçã caiu sobre a sua cabeça e ele acordou com um susto. Olhou para cima. “Com certeza um pássaro ou um esquilo derrubou a maçã da árvore”, supôs. Mas não havia pássaros ou esquilos na árvore por perto. Ele, então, pensou: “Apenas alguns minutos antes, a maçã estava pendurada na árvore. Nenhuma força externa fez ela cair. Deve haver alguma força subjacente que causa a queda das coisas para a terra”.SILVA, C. C.; MARTINS, R. A. Estudos de história e filosofia das ciências. São Paulo: Livraria da Física, 2006 (adaptado).Em contraponto a uma interpretação idealizada, o texto aponta para a seguinte dimensão fundamental da ciência moderna:",A: Falsificação de teses; B: Negação da observação; C: Proposição de hipóteses; D: Contemplação da natureza; E: Universalização de conclusões
65,"Para Maquiavel, quando um homem decide dizer a verdade pondo em risco a própria integridade física, tal resolução diz respeito apenas a sua pessoa. Mas se esse mesmo homem é um chefe de Estado, os critérios pessoais não são mais adequados para decidir sobre ações cujas consequências se tornam tão amplas,  já que o prejuízo não será apenas individual,  mas coletivo. Nesse caso, conforme as circunstâncias e os fins a serem atingidos, pode-se decidir que o melhor para o bem comum seja mentir.ARANHA, M. L. Maquiavel: a lógica da força.  São Paulo: Moderna, 2006 (adaptado).O texto aponta uma inovação na teoria política na época moderna expressa na distinção entre",A: idealidade e efetividade da moral; B: nulidade e preservabilidade da liberdade; C: ilegalidade e legitimidade do governante; D: verificabilidade e possibilidade da verdade; E: objetividade e subjetividade do conhecimento
66,"A criação do Sistema Único de Saúde (SUS) como uma política para todos constitui-se uma das mais importantes conquistas da sociedade brasileira no século XX. O SUS deve ser valorizado e defendido como um marco para a cidadania e o avanço civilizatório. A democracia envolve um modelo de Estado no qual políticas protegem os cidadãos e reduzem as desigualdades. O SUS é uma diretriz que fortalece a cidadania e contribui para assegurar o exercício de direitos, o pluralismo político e o bem-estar como valores de uma sociedade fraterna, pluralista e sem preconceitos, conforme prevê a Constituição  Federal de 1988.RIZZOTO, M. L. F. et al. Justiça social, democracia com direitos sociais e saúde: a luta do Cebes. Revista Saúde em Debate ,  n. 116, jan.-mar. 2018 (adaptado).Segundo o texto, duas características da concepção da política pública analisada são:",A: Paternalismo e filantropia; B: Liberalismo e meritocracia; C: Universalismo e igualitarismo; D: Nacionalismo e individualismo; E: Revolucionarismo e coparticipação
67,"TEXTO IConsidero apropriado deter-me algum tempo na contemplação deste Deus todo perfeito, ponderar totalmente à vontade seus maravilhosos atributos, considerar, admirar e adorar a incomparável beleza dessa imensa luz.DESCARTES, R. Meditações. São Paulo: Abril Cultural, 1980.TEXTO IIQual será a forma mais razoável de entender como é o mundo? Existirá alguma boa razão para acreditar que o mundo foi criado por uma divindade todo-poderosa? Não podemos dizer que a crença em Deus é “apenas” uma questão de fé.RACHELS, J. Problemas da filosofia . Lisboa: Gradiva, 2009.Os textos abordam um questionamento da construção da modernidade que defende um modelo",A: centrado na razão humana; B: baseado na explicação mitológica; C: fundamentado na ordenação imanentista; D: focado na legitimação contratualista; E: configurado na percepção etnocêntrica
68,"A comunidade de Mumbuca, em Minas Gerais, tem uma organização coletiva de tal forma expressiva que coopera para o abastecimento de mantimentos da cidade do Jequitinhonha, o que pode ser atestado pela feira aos sábados. Em Campinho da Independência, no  Rio de Janeiro, o artesanato local encanta os frequentadores do litoral sul do estado, além do restaurante quilombola que atende aos turistas.ALMEIDA, A. W. B. (Org.). Cadernos de debates nova cartografia social: Territórios quilombolas e conflitos. Manaus: Projeto Nova Cartografia Social da Amazônia; UEA Edições, 2010 (adaptado).No texto, as estratégias territoriais dos grupos de remanescentes de quilombo visam garantir:",A: Perdão de dívidas fiscais; B: Reserva de mercado local; C: Inserção econômica regional; D: Protecionismo comercial tarifário; E: Benefícios assistenciais públicos
69,"Localizado a 160 km da cidade de Porto Velho (capital do estado de Rondônia), nos limites da Reserva Extrativista Jaci-Paraná e Terra Indígena Karipunas, o povoado de União Bandeirantes surgiu em 2000 a partir de movimentos de camponeses, madeireiros, pecuaristas e grileiros que, à revelia do ordenamento territorial e diante da passividade governamental, demarcaram e invadiram terras na área rural  fundando a vila. Atualmente, constitui-se na região de maior produção agrícola e leiteira do município de Porto Velho, fornecendo, inclusive, alimentos para a Hidrelétrica de Jirau.SILVA, R. G. C. Amazônia globalizada — o exemplo de Rondônia. Confins, n. 23, 2015 (adaptado).",A: dinâmica de ocupação territorial descrita foi decorrente daA mecanização do processo produtivo; B: adoção da colonização dirigida; C: realização de reforma agrária; D: ampliação de franjas urbanas; E: expansão de frentes pioneiras
70,"Em nenhuma outra época o corpo magro adquiriu um sentido de corpo ideal e esteve tão em evidência como nos dias atuais: esse corpo, nu ou vestido, exposto em diversas revistas femininas e masculinas, está na moda: é capa de revistas, matérias de jornais, manchetes publicitárias, e se transformou em sonho de consumo para milhares de pessoas. Partindo dessa concepção, o gordo passa a ter um corpo visivelmente sem comedimento, sem saúde, um corpo estigmatizado pelo desvio, o desvio pelo excesso. Entretanto, como afirma a escritora Marylin Wann, é perfeitamente possível ser gordo e saudável. Frequentemente os gordos adoecem não por causa da gordura, mas sim  pelo estresse, pela opressão a que são submetidos.VASCONCELOS, N. A.; SUDO, I.; SUDO, N. Um peso na alma:  o corpo gordo e a mídia. Revista Mal-Estar e Subjetividade, n. 1, mar. 2004 (adaptado).No texto, o tratamento predominante na mídia sobre a relação entre saúde e corpo recebe a seguinte crítica:",A: Difusão das estéticas antigas; B: Exaltação das crendices populares; C: Propagação das conclusões científicas; D: Reiteração dos discursos hegemônicos; E: Contestação dos estereótipos consolidados
71,"No sistema capitalista, as muitas manifestações de crise criam condições que forçam a algum tipo de racionalização. Em geral, essas crises periódicas têm o efeito de expandir a capacidade produtiva e de renovar as condições de acumulação. Podemos conceber cada crise como uma mudança do processo de acumulação para um nível novo e superior.HARVEY, D. A produção capitalista do espaço .  São Paulo: Annablume, 2005 (adaptado).",A: condição para a inclusão dos trabalhadores no novo processo produtivo descrito no texto é aA associação sindical; B: participação eleitoral; C: migração internacional; D: qualificação profissional; E: regulamentação funcional
72,"Art. 90. As nomeações dos deputados e senadores para a Assembleia Geral, e dos membros dos Conselhos Gerais das províncias, serão feitas  por eleições, elegendo a massa dos cidadãos ativos em  assembleias paroquiais, os eleitores de província,  e estes, os representantes da nação e província.Art. 92. São excluídos de votar nas assembleias paroquiais:I. Os menores de vinte e cinco anos, nos quais se não compreendem os casados, os oficiais militares, que forem maiores de vinte e um anos, os bacharéis formados e os clérigos de ordens sacras.II. Os filhos de famílias, que estiverem na companhia de seus pais, salvo se servirem a ofícios públicos.III. Os criados de servir, em cuja classe não entram os guarda-livros, e primeiros caixeiros das casas de comércio, os criados da Casa Imperial,  que não forem de galão branco, e os administradores das fazendas rurais e fábricas.IV. Os religiosos e quaisquer que vivam em comunidade claustral.V. Os que não tiverem de renda líquida anual cem mil réis por bens de raiz, indústria, comércio, ou emprego.BRASIL. Constituição de 1824. Disponível em: www.planalto.gov.br. Acesso em: 4 abr. 2015 (adaptado).De acordo com os artigos do dispositivo legal apresentado, o sistema eleitoral instituído no início do Império é marcado pelo(a)",A: representação popular e sigilo individual; B: voto indireto e perfil censitário; C: liberdade pública e abertura política; D: ética partidária e supervisão estatal; E: caráter liberal e sistema parlame ntar
73,"O cristianismo incorporou antigas práticas relativas ao fogo para criar uma festa sincrética. A igreja retomou a distância de seis meses entre os nascimentos de Jesus Cristo e João Batista e instituiu a data de comemoração a este último de tal maneira que as festas do solstício de verão europeu com suas tradicionais fogueiras se tornaram “fogueiras de São João”. A festa do fogo e da luz no entanto não foi imediatamente associada a São João Batista. Na Baixa Idade Média, algumas práticas tradicionais da festa (como banhos, danças e cantos) foram perseguidas por monges e bispos. A partir do Concílio de Trento  (1545-1563), a Igreja resolveu adotar celebrações em torno do fogo e associá-las à doutrina cristã.CHIANCA, L. Devoção e diversão: expressões contemporâneas de festas e santos católicos. Revista  Anthropológicas ,  n. 18, 2007 (adaptado).Com o objetivo de se fortalecer, a instituição mencionada no texto adotou as práticas descritas, que consistem em",A: promoção de atos ecumênicos; B: fomento de orientações bíblicas; C: apropriação de cerimônias seculares; D: retomada de ensinamentos apostólicos; E: ressignificação de rituais fundamentalistas
74,"Penso que não há um sujeito soberano, fundador, uma forma universal de sujeito que poderíamos encontrar em todos os lugares. Penso, pelo contrário, que o sujeito se constitui através das práticas de  sujeição ou, de maneira mais autônoma, através de práticas de liberação, de liberdade, como na Antiguidade — a partir, obviamente, de um certo número de regras, de estilos,  que podemos encontrar no meio cultural.FOUCAULT, M. Ditos e escritos V: ética, sexualidade, política.  Rio de Janeiro: Forense Universitária, 2004.O texto aponta que a subjetivação se efetiva numa dimensão","A: legal, pautada em preceitos jurídicos; B: racional, baseada em pressupostos lógicos; C: contingencial, processada em interações sociais; D: transcendental, efetivada em princípios religiosos; E: essencial, fundamentada em parâmetros substancialistas"
75,"TEXTO IOs segredos da natureza se revelam mais sob a tortura dos experimentos do que no seu curso natural.BACON, F. Novum Organum, 1620. In: HADOT, P. O véu de Ísis : ensaio sobre a história da ideia de natureza.  São Paulo: Loyola, 2006.TEXTO IIO ser humano, totalmente desintegrado do todo, não percebe mais as relações de equilíbrio da natureza.  Age de forma totalmente desarmônica sobre o ambiente, causando grandes desequilíbrios ambientais.GUIMARÃES, M. A dimensão ambiental na educação.  Campinas: Papirus, 1995.Os textos indicam uma relação da sociedade diante da natureza caracterizada pela",A: objetificação do espaço físico; B: retomada do modelo criacionista; C: recuperação do legado ancestral; D: infalibilidade do método científico; E: formação da cosmovisão holística
76,"Essa atmosfera de loucura e irrealidade, criada pela aparente ausência de propósitos, é a verdadeira cortina de ferro que esconde dos olhos do mundo todas as formas de campos de concentração. Vistos de fora, os campos e o que neles acontece só podem ser descritos com imagens extraterrenas, como se a vida fosse neles separada das finalidades deste mundo. Mais que o arame farpado, é a irrealidade dos detentos que ele confina que provoca uma crueldade tão incrível que termina levando à aceitação do extermínio como solução perfeitamente normal.ARENDT, H. Origens do totalitarismo . São Paulo:  Cia. das Letras, 1989 (adaptado).","A: partir da análise da autora, no encontro das temporalidades históricas, evidencia-se uma crítica à naturalização do(a)A ideário nacional, que legitima as desigualdades sociais; B: alienação ideológica, que justifica as ações individuais; C: cosmologia religiosa, que sustenta as tradições hierárquicas; D: segregação humana, que fundamenta os projetos biopolíticos; E: enquadramento cultural, que favorece os comportamentos punitivos"
77,"Fala-se aqui de uma arte criada nas ruas e para  as ruas, marcadas antes de tudo pela vida cotidiana, seus conflitos e suas possibilidades, que poderiam  envolver técnicas, agentes e temas que não fossem encontrados nas instituições mais tradicionais e formais.VALVERDE, R. R. H. F. Os limites da inversão: a heterotopia do  Beco do Batman. Boletim Goiano de Geografia (Online).   Goiânia, v. 37, n. 2, maio/ago. 2017 (adaptado).A manifestação artística expressa na imagem e  apresentada no texto integra um movimento contemporâneo de",A: regulação das relações sociais; B: apropriação dos espaços públicos; C: padronização das culturas urbanas; D: valorização dos formalismos estéticos; E: revitalização dos patrimônios históricos
78,"TEXTO IDuas coisas enchem o ânimo de admiração e veneração sempre crescentes: o céu estrelado sobre mim e a lei moral em mim.KANT, I. Crítica da razão prática. Lisboa: Edições 70, s/d (adaptado).TEXTO IIDuas coisas admiro: a dura lei cobrindo-me e o estrelado céu dentro de mim.FONTELA, O. Kant (relido). In: Poesia completa. São Paulo: Hedra, 2015.",A: releitura realizada pela poeta inverte as seguintes ideias centrais do pensamento kantiano:A Possibilidade da liberdade e obrigação da ação; B: Aprioridade do juízo e importância da natureza; C: Necessidade da boa vontade e crítica da metafísica; D: Prescindibilidade do empírico e autoridade da razão; E: Interioridade da norma e fenomenalidade do mundo
79,"A soberania dos cidadãos dotados de plenos direitos era imprescindível para a existência da cidade-estado. Segundo os regimes políticos, a proporção desses cidadãos em relação à população total dos homens livres podia variar muito, sendo bastante pequena nas aristocracias e oligarquias e maior nas democracias.CARDOSO, C. F. A cidade-estado clássica. São Paulo: Ática, 1985.Nas cidades-estado da Antiguidade Clássica, a proporção de cidadãos descrita no texto é explicada pela adoção do seguinte critério para a participação política:",A: Controle da terra; B: Liberdade de culto; C: Igualdade de gênero; D: Exclusão dos militares; E: Exigência da alfabetização
80,"A Revolta da Vacina (1904) mostrou claramente o aspecto defensivo, desorganizado, fragmentado da ação popular. Não se negava o Estado, não se reivindicava participação nas decisões políticas; defendiam-se valores e direitos considerados acima da  intervenção do Estado.CARVALHO, J. M. Os bestializados: o Rio de Janeiro e a República que não foi. São Paulo: Cia. das Letras, 1987 (adaptado).A mobilização analisada representou um alerta,  na medida em que a ação popular questionava",A: a alta de preços; B: a política clientelista; C: as reformas urbanas; D: o arbítrio governamental; E: as práticas eleitorais
81,"A partir da segunda metade do século XVIII,  o número de escravos recém-chegados cresce no Rio e se estabiliza na Bahia. Nenhum lugar servia tão bem à recepção de escravos quanto o Rio de Janeiro.FRANÇA, R. O tamanho real da escravidão. O Globo ,  5 abr. 2015 (adaptado).Na matéria, o jornalista informa uma mudança na dinâmica do tráfico atlântico que está relacionada à seguinte atividade:",A: Coleta de drogas do sertão; B: Extração de metais preciosos; C: Adoção da pecuária extensiva; D: Retirada de madeira do litoral; E: Exploração da lavoura de tabaco
82,"Tratava-se agora de construir um ritmo novo. Para tanto, era necessário convocar todas as forças vivas da Nação, todos os homens que, com vontade de trabalhar e confiança no futuro, pudessem erguer, num tempo novo, um novo Tempo. E, à grande convocação que conclamava o povo para a gigantesca tarefa, começaram a chegar de todos os cantos da imensa pátria os trabalhadores: os homens simples e quietos, com pés de raiz, rostos de couro e mãos de pedra, e no calcanho, em carro de boi, em lombo  de burro, em paus-de-arara, por todas as formas possíveis e imagináveis, em sua mudez cheia de esperança, muitas vezes deixando para trás mulheres e filhos a aguardar suas promessas de melhores dias; foram chegando de tantos povoados, tantas cidades cujos nomes pareciam cantar saudades aos seus ouvidos, dentro dos antigos ritmos da imensa pátria... Terra de sol, Terra de luz... Brasil! Brasil! Brasília!MORAES, V.; JOBIM, A. C. Brasília, sinfonia da alvorada. III — A chegada dos candangos. Disponível em: www.viniciusdemoraes.com.br. Acesso em: 14 ago. 2012 (adaptado).No texto, a narrativa produzida sobre a construção de Brasília articula os elementos políticos e  socioeconômicos indicados, respectivamente, em:",A: Apelo simbólico e migração inter-regional; B: Organização sindical e expansão do capital; C: Segurança territorial e estabilidade financeira; D: Consenso partidário e modernização rodoviária; E: Perspectiva democrática e eficácia dos transportes
